,address,nbtoken,NumNFT,FirstTimeOwner,FirstTokenName,FirstTokenSymbol,nb_token
0,0x4592694fbEaA179282c100Dc20102280CAb40390,,21,False,Rogue Society Bots,RSB,2.0
0,0x85eD8ec7319D6aC79f3788fa4704a6a876Ff2163,,2,True,Piano King NFT,PK,1.0
0,0xf60270F480e0BC24AeAbBB5337095Af15E3928f0,,1,True,Piano King NFT,PK,1.0
0,0xE78CBd3480C51D9f1e7cbd7e661A4C2316dfaf50,,13,False,Elite Doge Club,EDC,3.0
0,0x298eb7679D7a90dC6CFF42B110D4395801c4Da84,,10,True,Piano King NFT,PK,10.0
0,0x9C5864eEC094c80c27BBD867feEBFfEC530C9B33,,1,True,Piano King NFT,PK,1.0
0,0x99599Eb15e86c4aA5eBb440C49614BE0dd901603,,1,True,Piano King NFT,PK,1.0
0,0xaF260914666Edae4D0ADd2dd4C70a36179Ed977E,,13,True,Piano King NFT,PK,13.0
0,0x7868c2e52cF74075C5f53a2F44f6f6A53b836D37,,1,True,Piano King NFT,PK,1.0
0,0x3F9D676E169b71B59614fFb8dD456aC912100bE2,,1,True,Piano King NFT,PK,1.0
0,0xA91dD4507106a793350a52B91F9f7cCeD816f1dE,,4,True,Piano King NFT,PK,2.0
0,0xC6d11044cEbC9233A1DD49C39AB575900cF059Ae,,11,False,CryptoKitties,CK,2.0
0,0x15397a547AaCCC92a9995e66570a81E6E0b3A6EE,,2,True,Piano King NFT,PK,2.0
0,0xD454624FDe2715C177a0D1f8FF29180084A3d00E,,4,False,MoonPass,MOONPASS,1.0
0,0x7264467Fd4138a9E5760c52C836726406AB699D2,,2,False,Lazy Bunny NFT,LBNFT,1.0
0,0xe953Fb3d54969754491dbEAE110b0460f5a2cBCE,,3,True,Piano King NFT,PK,1.0
0,0xfBa28CC5CE6bc18c2033CB80596ab5073d363F00,,3,True,Piano King NFT,PK,3.0
0,0xD1BBC62eF368cfFe0ff0f9D3a6E99e6ab94bE114,,13,False,BoredApeYachtClub,BAYC,2.0
0,0xa95eD310556b92a1344E594F88369729aBBd4E7C,,1,True,Piano King NFT,PK,1.0
0,0xb0051888D8CE63c5AC1E511e497838f916a47488,,7,False,Lazy Bunny NFT,LBNFT,1.0
0,0x023796028fE14A9E36eFdCA38E4C0260e4d87E75,,1,True,Piano King NFT,PK,1.0
0,0x16350e64fb6Ca2680966422B7ea04dcB2E1eEF9c,,22,False,The Doge Pound,DOGGY,1.0
0,0x9ef2270Fab8E37fFF917BEefe94E75dd9156361F,,1,True,Piano King NFT,PK,1.0
0,0xCe76b66154B7a210686ee956f6737213a6993383,,5,False,Ethereum Name Service,ENS,1.0
0,0xeb3c6a3d885F4C062f4d8F2eC178D9caEd909d35,,3,False,Alien Secret Society,A$$,1.0
0,0xF27ad2D99De14F2bB644Fd6ec27A263a5e371d92,,1,True,Piano King NFT,PK,1.0
0,0xEE129A84C951Da6A843613D2b9D162D945f1DA1c,,1,True,Piano King NFT,PK,1.0
0,0xa36869cab58610129Cc74bAc2d0E0535f76C8052,,2,True,Piano King NFT,PK,2.0
0,0x48E1f89Af138f9C3c381c9fEf3E931C76b6303F5,,1,True,Piano King NFT,PK,1.0
0,0x65d3542dB77BefB521F7e305a0d0Af28534d7f69,,1,True,Piano King NFT,PK,1.0
0,0x2A3eb05D819CdeB7fF44c533DD9A99Ef43f3bf04,,4,True,Piano King NFT,PK,4.0
0,0x13F3Fa38FF10F352301A0458Facc18BB710967E7,,1,True,Piano King NFT,PK,1.0
0,0xf5f53D4add9CAd65859F3E14f5F0C65061F9bfDF,,1,True,Piano King NFT,PK,1.0
0,0x3292D4643aC99327e591c0A75e9eF679B064fA9C,,2,True,Piano King NFT,PK,1.0
0,0x53A6028170f80C2E5Ed459AA9F19BA4BC59cDD30,,1,True,Piano King NFT,PK,1.0
0,0x381b18aedD80412CfA5D87caEe9BfD8E327A67fE,,1,True,Piano King NFT,PK,1.0
0,0x28BfFC45297F4Ad7964d191c57417e96dDEe8f5c,,1,True,Piano King NFT,PK,1.0
0,0xbCdb20319C75486F6DEb9D1EdFD39eB2DFdc3B7a,,1,True,Piano King NFT,PK,1.0
0,0xA79B465A7611f9c3C0A07b75f3f534d3276970B1,,1,True,Piano King NFT,PK,1.0
0,0xAD3035039EeaC777e4B4d4549ed1e0Cd25D3b8B8,,8,True,Piano King NFT,PK,2.0
0,0x9C1a3Ebf00D5436582177548599FB897290480d0,,6,True,Piano King NFT,PK,1.0
0,0x1566F5574B9092B794DC5bdC5a3E566B2720a33C,,1,True,Piano King NFT,PK,1.0
0,0x2820c8d5F00875Eb275dA04562b18A9a90D7e709,,1,True,Piano King NFT,PK,1.0
0,0x5501C4Bbe30f404FC1cA2C27AD075D6AD193bEf8,,4,False,Rarible,RARI,1.0
0,0x759503401f75AFd8A63cf95757cdd7df543A4D27,,3,True,Piano King NFT,PK,1.0
0,0xacc013315c848293A57641486aEB707e302cBdb5,,112,False,Big Brain Society,BBS,2.0
0,0xd8ab81EAF6B738026c7605DE86453f067D7783ad,,2,True,Piano King NFT,PK,1.0
0,0x7364aBAC5bE8f12c5a337ac5eC8e883dc4032912,,5,True,Piano King NFT,PK,2.0
0,0x63b7EFa47EA73260D0e81D2b743e6f2B323780eB,,1,True,Piano King NFT,PK,1.0
0,0x4dC5Ea211E424cE66dD451A7Ac3BfdB99eb1889B,,5,False,CryptoJunks,JUNK,1.0
0,0xeea87014C258A4b172f9A62f1934B610721Bf130,,4,True,Piano King NFT,PK,4.0
0,0x7E7F99D07b6D11DB35344c7963f85C55d17F86B1,,6,True,Piano King NFT,PK,6.0
0,0x497c39976bAF91146454E3023142Ade2f4fc61d1,,1,True,Piano King NFT,PK,1.0
0,0x05e8e15C758186b723384Ed73725B65D57DAB579,,1,True,Piano King NFT,PK,1.0
0,0x7Fa414c31B3FD9644ea8D4ACF4cDDb8f0c691568,,5,True,Piano King NFT,PK,4.0
0,0x6cC7Fca904382bC31c1F4a50413826bce4e90D76,,4,True,Piano King NFT,PK,4.0
0,0x8f72eCb15150bA525021EdA0e25fEEAB3E3F759F,,3,True,Piano King NFT,PK,3.0
0,0x52B92804D1d36B65c90182F97dEF4ADBBb4BD7C0,,10,True,Piano King NFT,PK,10.0
0,0xCE5a73ffC26F2DED00E3f617f83834d329aBD68E,,15,False,Party Ape Billionaire Club,PABC,2.0
0,0x2156Fcc30cA1b1065592547fEF6891bcBde6b615,,2,True,Piano King NFT,PK,1.0
0,0x2272e07f0e8B0fE05Ade0B3eE96A157fe29De0D5,,11,False,MetaBillionaire,MB,1.0
0,0xe422047Cf234E7c91aE89667fcDBD8A5B22bda95,,6,False,Ethereum Name Service,ENS,1.0
0,0x4D5A1C57f3E4e1cEB5bC1cbc1a19BB66AF8AB894,,6,True,Piano King NFT,PK,6.0
0,0x66c2729a97e7024ca17a1e7209Db04EA1a73712D,,9,False,Slotie,SLOTIE,1.0
0,0x21a02b630119111E4343Ad00E10e74EB4683e046,,4,False,Meta-Legends,ML,1.0
0,0x89FCf8ED6d49ef131AE27a82bAe14D0050cb45a5,,1,True,Piano King NFT,PK,1.0
0,0x9D10b9175Dddc0a2d16773915728886c8e0c2b0d,,1,True,Piano King NFT,PK,1.0
0,0xbE1E36CB9310cE6391A0e50A66B4cf7d272720b7,,1,True,Piano King NFT,PK,1.0
0,0xaAfcae2A6092f007b889b1E8b73041c576BD0aaD,,4,True,Piano King NFT,PK,4.0
0,0x647eb74A5135A0F24bEee3c2d8432ADCBB32c2a8,,41,False,FND NFT,FNDNFT,1.0
0,0xAF718177444a90a70AA97E2F2f8F40b9cAE04746,,1,True,Piano King NFT,PK,1.0
0,0x93c4F12FEDA530D4B8ef925bADd0140EFD233E44,,3,True,Piano King NFT,PK,3.0
0,0x8967Fb08391581498C27113733114677a0685638,,1,True,Piano King NFT,PK,1.0
0,0xFD7941a4e1Cc69984527E5f9e0176FAeF33DfA33,,2,True,Piano King NFT,PK,2.0
0,0xfA2ace356cd534ED28C3FbA8048dE7f4b310A4E4,,2,True,Piano King NFT,PK,2.0
0,0x896C18BB5A2d69c6e94c983027818687830FD7B1,,24,False,Wicked Apes,WKDAPE,5.0
0,0xE632CA3645E2b24fB3d1a0938d6F6f0b5fd4a62C,,1,True,Piano King NFT,PK,1.0
0,0xE43d5a4751f6DcD2217D634e257a9395e7c57311,,2,False,Art Blocks,BLOCKS,1.0
0,0x397027047E1BC26cDFF2F70591bcF5e2745Cc263,,1,True,Piano King NFT,PK,1.0
0,0xadB97565d4dFD8B4dFBd1E3fB209Ef4fA10e30F3,,1,True,Piano King NFT,PK,1.0
0,0x4Be55aFa6C5Ef1c4bECDc416Ef1C91FC61193BeA,,1,True,Piano King NFT,PK,1.0
0,0x027c5AF6D4Bc36C1c4B4808F62Ed5026C2F87E3D,,21,False,The Evolving Forest,EF,2.0
0,0xfe6474CB60d7a3771cd436fc9893f78dA7B8D7Bc,,221,False,Ethereum Name Service,ENS,1.0
0,0x1317916e5fc57ca7ae90B7eC00e58B993aa9d008,,2,True,Piano King NFT,PK,2.0
0,0xb2F7577cBf1653aB74DC2d0a78D814Cec4d37b2D,,2,True,Piano King NFT,PK,2.0
0,0xFc204F03A03e44e20Fd0c3dA1925383D7374728A,,2,True,Piano King NFT,PK,2.0
0,0x682BeCE9c6084d6167b870010dC5B1e7a62F1cAa,,19,False,PyMons,PYMON,2.0
0,0xED7eCa40B4d89B4fD3374Ac538796BEa7C27Ad2C,,4,False,Savan,SAVAN,1.0
0,0x528c0C6B412C50c4E4e5a685deCBdd108a67412A,,8,False,Al Cabones,ACBN,2.0
0,0x28AFD58570b65641C7cF15f158f6f14B910E7576,,3,True,Piano King NFT,PK,2.0
0,0x57ac79a6b2725714085e669B85Cb4486BB25Ee3B,,3,False,The Moon Boyz,MOONBOYZ,1.0
0,0x6BeE17209DbcAcDee3B44A56Dc3320D555Bedc10,,4,False,SOLOS,SOLOS,1.0
0,0x239D4f7ea7a53911E8d355bFdDd7D376086A5383,,2,True,Piano King NFT,PK,2.0
0,0xb2104b84c8Be8792c147871F30EfF26ae6546615,,1,True,Piano King NFT,PK,1.0
0,0x0b688eEC487f7E7f92fd606b9a082A6F7b01ee59,,2,True,Piano King NFT,PK,2.0
0,0x931dD881693cddB24FeA1722238D7750babf89BA,,2,True,Piano King NFT,PK,2.0
0,0xF4bE1F79Dae8aA489bD1CA769710AF0FD41F313d,,1,True,Piano King NFT,PK,1.0
0,0x2F8E2E671E8B2705058CF13C0B5B5650104E70b6,,48,False,MekaVerse,MEKA,2.0
0,0xa673A787C11916381cc32A55eBA70016961c994E,,31,False,Savan,SAVAN,1.0
0,0x0083D41f4023b7e496F0B2aaCCDeb54CB1754E90,,2,False,The Winkybots,WBOT,1.0
0,0x32E2cA1865c8a419290c115D33d681AE333EBd09,,9,False,DorkyDucks,DORKYDUCKS,2.0
0,0x06cc5c06b443A1Bc2d5835bCE0a6dDacCAE1a48F,,1,True,Piano King NFT,PK,1.0
0,0x327d3a5930018700de6B73765e46BbC39ABE5371,,1,True,Piano King NFT,PK,1.0
0,0x8800CC8ca4f18b90a0e91dB39357dC461ed233BE,,1,True,Piano King NFT,PK,1.0
0,0xd643167Bb8c83ef2A22C20fAD0d730DaC1d9cB31,,1,True,Piano King NFT,PK,1.0
0,0x2b8269C60199f19fDEC3fFe88bBC4B2CF4fb506c,,1,True,Piano King NFT,PK,1.0
0,0xA2f755201c385C6fE28b282594165c33c0a39E7A,,3,True,Piano King NFT,PK,3.0
0,0x9e8811e193E8b893595925B9bc752517049B0486,,1,True,Piano King NFT,PK,1.0
0,0x7bad5efCe2f8965b2642DC0BDaDcde3F2172c5d5,,1,True,Piano King NFT,PK,1.0
0,0x99AB25f10260AedA99f23631D4cc97672c306e8C,,1,True,Piano King NFT,PK,1.0
0,0xa8b10f16CD1A1a7A3043fBeD0Fc744931Adc523e,,1,True,Piano King NFT,PK,1.0
0,0x42D24078d38E9a93982fCebeAf6a2FD8E09775c1,,2,True,Piano King NFT,PK,1.0
0,0x2238b0F3A3B6854c1304a053B415c9685b9d69F3,,2,True,Piano King NFT,PK,2.0
0,0xb6a669a09AaCDaFa14912c4e50bfD420bB3348fb,,1,True,Piano King NFT,PK,1.0
0,0x3Fc54E08CE0ea0215999112e20164f2bFC3d3a4c,,1,True,Piano King NFT,PK,1.0
0,0x2897958f27EF55067E39afd882F2F5695D266E98,,23,False,Uniswap V3: Positions NFT,UNI-V3-POS,10.0
0,0x13aab2E44c36Fe95420a1EDBA6e87d0462977Ac7,,1,True,Piano King NFT,PK,1.0
0,0x407D6F8346B6f6133475dA8fB45aE1e9eEf3c186,,2,False,Alien Secret Society,A$$,1.0
0,0x5C667822462BEd7EE684f5D64E5728041933Ae18,,10,False,Art Blocks,BLOCKS,9.0
0,0x13b4d9A1db7F803e4F6c21307C675cD221B8a229,,7,True,Piano King NFT,PK,2.0
0,0x575972fDe7f06e160F781173d652efd15Ef36Ea3,,1,True,Piano King NFT,PK,1.0
0,0x65A255A6F8F48c71a2A0BC987A0CbC4c2446606b,,1,True,Piano King NFT,PK,1.0
0,0x1A22Ddc649Cb6deDfc4f3c2FE3DFf2528DFFAc11,,11,False,Rogue Society Bots,RSB,1.0
0,0xDBaA8c9225D8442Abec720C7F8e42b9D8feBfdfA,,2,True,Piano King NFT,PK,2.0
0,0x988A373Bc4cCaDBc98992B979b4A7C57BE73bA3A,,2,True,Piano King NFT,PK,2.0
0,0x6b776C836b53e49F5e21902601e1b338f61E936e,,2,False,Unity Cards,UNITY,1.0
0,0x8A5eCdfe74381649866a1936faC66f62a65B2e91,,2,True,Piano King NFT,PK,2.0
0,0x91fC2c03a747B77f6647e7eeec9b39ac3f4628E0,,1,True,Piano King NFT,PK,1.0
0,0xaB8BB008f266D6A7DbA16896C0Caf3E57Fdb6152,,12,False,Party Ape Billionaire Club,PABC,2.0
